id	result_id	name	dur	record_path	start_time	end_time
1	25625581	ABB - Biznes krediti -	22.1	recorded/Radio/2026-08-12/2026-08-12-10-00-08_real_fm_srv6-61min.mp3	3229	3251.1
2	25656959	ABB - Biznes krediti -	22.1	recorded/Radio/2026-08-12/2026-08-12-20-00-08_real_fm_srv6-61min.mp3	1162	1184.1
3	26234266	ABB - Biznes krediti -	22.1	recorded/Radio/2026-08-13/2026-08-13-14-00-08_real_fm_srv6-61min.mp3	3148	3170.1
4	26234001	ABB - Biznes krediti -	22.1	recorded/Radio/2026-08-14/2026-08-14-14-00-08_real_fm_srv6-61min.mp3	1396	1418.1
5	26233820	ABB - Biznes krediti -	22.1	recorded/Radio/2026-08-14/2026-08-14-21-00-08_real_fm_srv6-61min.mp3	3158	3180.1
6	26233545	ABB - Biznes krediti -	22.1	recorded/Radio/2026-08-15/2026-08-15-13-00-08_real_fm_srv6-61min.mp3	3122	3144.1
7	26233418	ABB - Biznes krediti -	22.1	recorded/Radio/2026-08-15/2026-08-15-21-00-08_real_fm_srv6-61min.mp3	1384	1406.1
8	26232922	ABB - Biznes krediti -	22.1	recorded/Radio/2026-08-16/2026-08-16-13-00-08_real_fm_srv6-61min.mp3	1370	1392.1
9	26232617	ABB - Biznes krediti -	22.1	recorded/Radio/2026-08-16/2026-08-16-20-00-08_real_fm_srv6-61min.mp3	3093	3115.1
10	26232125	ABB - Biznes krediti -	22.1	recorded/Radio/2026-08-17/2026-08-17-12-00-08_real_fm_srv6-61min.mp3	3148	3170.1
11	26231930	ABB - Biznes krediti -	22.1	recorded/Radio/2026-08-17/2026-08-17-20-00-09_real_fm_srv6-61min.mp3	1449	1471.1
12	26231560	ABB - Biznes krediti -	22.1	recorded/Radio/2026-08-18/2026-08-18-12-00-08_real_fm_srv6-61min.mp3	1396	1418.1
13	26231395	ABB - Biznes krediti -	22.1	recorded/Radio/2026-08-18/2026-08-18-19-00-09_real_fm_srv6-61min.mp3	3340	3362.1
14	26231156	ABB - Biznes krediti -	22.1	recorded/Radio/2026-08-19/2026-08-19-10-00-08_real_fm_srv6-61min.mp3	3160	3182.1
