id	result_id	name	dur	record_path	start_time	end_time
1	25238552	Fasker (45 san)	45.3	recorded/Radio/2026-08-01/2026-08-01-08-00-08_real_fm_srv6-61min.mp3	2416	2461.3
2	25239616	Fasker (45 san)	45.3	recorded/Radio/2026-08-01/2026-08-01-09-00-08_real_fm_srv6-61min.mp3	2405	2450.3
3	25245168	Fasker (45 san)	45.3	recorded/Radio/2026-08-01/2026-08-01-13-00-09_real_fm_srv6-61min.mp3	2278	2323.3
4	25264281	Fasker (45 san)	45.3	recorded/Radio/2026-08-01/2026-08-01-18-00-08_real_fm_srv6-61min.mp3	2407	2452.3
5	25267550	Fasker (45 san)	45.3	recorded/Radio/2026-08-01/2026-08-01-19-00-08_real_fm_srv6-61min.mp3	2418	2463.3
6	25284630	Fasker (45 san)	45.3	recorded/Radio/2026-08-02/2026-08-02-08-00-08_real_fm_srv6-61min.mp3	2444	2489.3
7	25285599	Fasker (45 san)	45.3	recorded/Radio/2026-08-02/2026-08-02-09-00-08_real_fm_srv6-61min.mp3	2430	2475.3
8	25290738	Fasker (45 san)	45.3	recorded/Radio/2026-08-02/2026-08-02-13-00-09_real_fm_srv6-61min.mp3	2429	2474.3
9	25296599	Fasker (45 san)	45.3	recorded/Radio/2026-08-02/2026-08-02-18-00-08_real_fm_srv6-61min.mp3	2440	2485.3
10	25298439	Fasker (45 san)	45.3	recorded/Radio/2026-08-02/2026-08-02-19-00-09_real_fm_srv6-61min.mp3	2487	2532.3
11	25303706	Fasker (45 san)	45.3	recorded/Radio/2026-08-03/2026-08-03-08-00-08_real_fm_srv6-61min.mp3	2476	2521.3
12	25307481	Fasker (45 san)	45.3	recorded/Radio/2026-08-03/2026-08-03-09-00-08_real_fm_srv6-61min.mp3	2534	2579.3
13	25315421	Fasker (45 san)	45.3	recorded/Radio/2026-08-03/2026-08-03-13-00-08_real_fm_srv6-61min.mp3	2743	2788.3
14	25328937	Fasker (45 san)	45.3	recorded/Radio/2026-08-03/2026-08-03-18-00-08_real_fm_srv6-61min.mp3	2472	2517.3
15	25332019	Fasker (45 san)	45.3	recorded/Radio/2026-08-03/2026-08-03-19-00-08_real_fm_srv6-61min.mp3	2417	2462.3
16	25340621	Fasker (45 san)	45.3	recorded/Radio/2026-08-04/2026-08-04-08-00-08_real_fm_srv6-61min.mp3	2453	2498.3
17	25341652	Fasker (45 san)	45.3	recorded/Radio/2026-08-04/2026-08-04-09-00-08_real_fm_srv6-61min.mp3	2649	2694.3
