id	result_id	name	dur	record_path	start_time	end_time
1	25239610	Delux Resi yasil 1	14.8	recorded/Radio/2026-08-01/2026-08-01-09-00-08_real_fm_srv6-61min.mp3	1554	1568.8
2	25245162	Delux Resi yasil 1	14.8	recorded/Radio/2026-08-01/2026-08-01-13-00-09_real_fm_srv6-61min.mp3	1393	1407.8
3	25264270	Delux Resi yasil 1	14.8	recorded/Radio/2026-08-01/2026-08-01-18-00-08_real_fm_srv6-61min.mp3	1535	1549.8
4	25284627	Delux Resi yasil 1	14.8	recorded/Radio/2026-08-02/2026-08-02-08-00-08_real_fm_srv6-61min.mp3	1444	1458.8
5	25285595	Delux Resi yasil 1	14.8	recorded/Radio/2026-08-02/2026-08-02-09-00-08_real_fm_srv6-61min.mp3	1445	1459.8
6	25296589	Delux Resi yasil 1	14.8	recorded/Radio/2026-08-02/2026-08-02-18-00-08_real_fm_srv6-61min.mp3	1492	1506.8
7	25303703	Delux Resi yasil 1	14.8	recorded/Radio/2026-08-03/2026-08-03-08-00-08_real_fm_srv6-61min.mp3	3430	3444.8
8	25313476	Delux Resi yasil 1	14.8	recorded/Radio/2026-08-03/2026-08-03-12-00-08_real_fm_srv6-61min.mp3	3202	3216.8
9	25325800	Delux Resi yasil 1	14.8	recorded/Radio/2026-08-03/2026-08-03-17-00-08_real_fm_srv6-61min.mp3	3333	3347.8
10	25340613	Delux Resi yasil 1	14.8	recorded/Radio/2026-08-04/2026-08-04-08-00-08_real_fm_srv6-61min.mp3	1527	1541.8
11	25344142	Delux Resi yasil 1	14.8	recorded/Radio/2026-08-04/2026-08-04-11-00-08_real_fm_srv6-61min.mp3	1401	1415.8
12	25354186	Delux Resi yasil 1	14.8	recorded/Radio/2026-08-04/2026-08-04-17-00-08_real_fm_srv6-61min.mp3	1401	1415.8
13	25363571	Delux Resi yasil 1	14.8	recorded/Radio/2026-08-05/2026-08-05-09-00-08_real_fm_srv6-61min.mp3	1566	1580.8
14	25384176	Delux Resi yasil 1	14.8	recorded/Radio/2026-08-05/2026-08-05-13-00-08_real_fm_srv6-61min.mp3	1330	1344.8
15	25385607	Delux Resi yasil 1	14.8	recorded/Radio/2026-08-05/2026-08-05-18-00-07_real_fm_srv6-61min.mp3	1731	1745.8
16	25457696	Delux Resi yasil 1	14.8	recorded/Radio/2026-08-07/2026-08-07-09-00-09_real_fm_srv6-61min.mp3	1435	1449.8
17	25457697	Delux Resi yasil 1	14.8	recorded/Radio/2026-08-07/2026-08-07-09-00-09_real_fm_srv6-61min.mp3	3278	3292.8
