id	result_id	name	dur	record_path	start_time	end_time
1	25238539	Xalq Bank-XalqKart pulsuz-19.WAV	19.4	recorded/Radio/2026-08-01/2026-08-01-08-00-08_real_fm_srv6-61min.mp3	1432	1451.4
2	25238540	Xalq Bank-XalqKart pulsuz-19.WAV	19.4	recorded/Radio/2026-08-01/2026-08-01-08-00-08_real_fm_srv6-61min.mp3	3227	3246.4
3	25264257	Xalq Bank-XalqKart pulsuz-19.WAV	19.4	recorded/Radio/2026-08-01/2026-08-01-18-00-08_real_fm_srv6-61min.mp3	1584	1603.4
4	25267532	Xalq Bank-XalqKart pulsuz-19.WAV	19.4	recorded/Radio/2026-08-01/2026-08-01-19-00-08_real_fm_srv6-61min.mp3	1637	1656.4
5	25284618	Xalq Bank-XalqKart pulsuz-19.WAV	19.4	recorded/Radio/2026-08-02/2026-08-02-08-00-08_real_fm_srv6-61min.mp3	1425	1444.4
6	25284619	Xalq Bank-XalqKart pulsuz-19.WAV	19.4	recorded/Radio/2026-08-02/2026-08-02-08-00-08_real_fm_srv6-61min.mp3	3309	3328.4
7	25296573	Xalq Bank-XalqKart pulsuz-19.WAV	19.4	recorded/Radio/2026-08-02/2026-08-02-18-00-08_real_fm_srv6-61min.mp3	1506	1525.4
8	25298415	Xalq Bank-XalqKart pulsuz-19.WAV	19.4	recorded/Radio/2026-08-02/2026-08-02-19-00-09_real_fm_srv6-61min.mp3	3325	3344.4
9	25299772	Xalq Bank-XalqKart pulsuz-19.WAV	19.4	recorded/Radio/2026-08-02/2026-08-02-20-00-08_real_fm_srv6-61min.mp3	1570	1589.4
10	25303098	Xalq Bank-XalqKart pulsuz-19.WAV	19.4	recorded/Radio/2026-08-03/2026-08-03-07-00-08_real_fm_srv6-61min.mp3	3240	3259.4
11	25303693	Xalq Bank-XalqKart pulsuz-19.WAV	19.4	recorded/Radio/2026-08-03/2026-08-03-08-00-08_real_fm_srv6-61min.mp3	1668	1687.4
12	25328881	Xalq Bank-XalqKart pulsuz-19.WAV	19.4	recorded/Radio/2026-08-03/2026-08-03-18-00-08_real_fm_srv6-61min.mp3	3258	3277.4
13	25331978	Xalq Bank-XalqKart pulsuz-19.WAV	19.4	recorded/Radio/2026-08-03/2026-08-03-19-00-08_real_fm_srv6-61min.mp3	1614	1633.4
14	25331981	Xalq Bank-XalqKart pulsuz-19.WAV	19.4	recorded/Radio/2026-08-03/2026-08-03-19-00-08_real_fm_srv6-61min.mp3	3040	3059.4
15	25333805	Xalq Bank-XalqKart pulsuz-19.WAV	19.4	recorded/Radio/2026-08-03/2026-08-03-20-00-08_real_fm_srv6-61min.mp3	3189	3208.4
16	25340122	Xalq Bank-XalqKart pulsuz-19.WAV	19.4	recorded/Radio/2026-08-04/2026-08-04-07-00-08_real_fm_srv6-61min.mp3	3197	3216.4
17	25340594	Xalq Bank-XalqKart pulsuz-19.WAV	19.4	recorded/Radio/2026-08-04/2026-08-04-08-00-08_real_fm_srv6-61min.mp3	1542	1561.4
18	25340597	Xalq Bank-XalqKart pulsuz-19.WAV	19.4	recorded/Radio/2026-08-04/2026-08-04-08-00-08_real_fm_srv6-61min.mp3	3392	3411.4
19	25355088	Xalq Bank-XalqKart pulsuz-19.WAV	19.4	recorded/Radio/2026-08-04/2026-08-04-18-00-08_real_fm_srv6-61min.mp3	1513	1532.4
20	25357067	Xalq Bank-XalqKart pulsuz-19.WAV	19.4	recorded/Radio/2026-08-04/2026-08-04-19-00-08_real_fm_srv6-61min.mp3	1433	1452.4
21	25358455	Xalq Bank-XalqKart pulsuz-19.WAV	19.4	recorded/Radio/2026-08-04/2026-08-04-20-00-08_real_fm_srv6-61min.mp3	1487	1506.4
22	25358456	Xalq Bank-XalqKart pulsuz-19.WAV	19.4	recorded/Radio/2026-08-04/2026-08-04-20-00-08_real_fm_srv6-61min.mp3	3300	3319.4
23	25361963	Xalq Bank-XalqKart pulsuz-19.WAV	19.4	recorded/Radio/2026-08-05/2026-08-05-07-00-08_real_fm_srv6-61min.mp3	3167	3186.4
24	25385572	Xalq Bank-XalqKart pulsuz-19.WAV	19.4	recorded/Radio/2026-08-05/2026-08-05-18-00-07_real_fm_srv6-61min.mp3	1712	1731.4
