id	result_id	name	dur	record_path	start_time	end_time
1	25238561	premium residence - sonsuz dəniz panoroması	14.7	recorded/Radio/2026-08-01/2026-08-01-08-00-08_real_fm_srv6-61min.mp3	3335	3349.7
2	25243638	premium residence - sonsuz dəniz panoroması	14.7	recorded/Radio/2026-08-01/2026-08-01-12-00-08_real_fm_srv6-61min.mp3	3153	3167.7
3	25245185	premium residence - sonsuz dəniz panoroması	14.7	recorded/Radio/2026-08-01/2026-08-01-13-00-09_real_fm_srv6-61min.mp3	3101	3115.7
4	25264309	premium residence - sonsuz dəniz panoroması	14.7	recorded/Radio/2026-08-01/2026-08-01-18-00-08_real_fm_srv6-61min.mp3	1394	1408.7
5	25267563	premium residence - sonsuz dəniz panoroması	14.7	recorded/Radio/2026-08-01/2026-08-01-19-00-08_real_fm_srv6-61min.mp3	1587	1601.7
6	25303721	premium residence - sonsuz dəniz panoroması	14.7	recorded/Radio/2026-08-03/2026-08-03-08-00-08_real_fm_srv6-61min.mp3	3267	3281.7
7	25307502	premium residence - sonsuz dəniz panoroması	14.7	recorded/Radio/2026-08-03/2026-08-03-09-00-08_real_fm_srv6-61min.mp3	1502	1516.7
8	25313486	premium residence - sonsuz dəniz panoroması	14.7	recorded/Radio/2026-08-03/2026-08-03-12-00-08_real_fm_srv6-61min.mp3	3089	3103.7
9	25315445	premium residence - sonsuz dəniz panoroması	14.7	recorded/Radio/2026-08-03/2026-08-03-13-00-08_real_fm_srv6-61min.mp3	1388	1402.7
10	25325832	premium residence - sonsuz dəniz panoroması	14.7	recorded/Radio/2026-08-03/2026-08-03-17-00-08_real_fm_srv6-61min.mp3	3377	3391.7
11	25328979	premium residence - sonsuz dəniz panoroması	14.7	recorded/Radio/2026-08-03/2026-08-03-18-00-08_real_fm_srv6-61min.mp3	3243	3257.7
12	25332046	premium residence - sonsuz dəniz panoroması	14.7	recorded/Radio/2026-08-03/2026-08-03-19-00-08_real_fm_srv6-61min.mp3	3203	3217.7
13	25340639	premium residence - sonsuz dəniz panoroması	14.7	recorded/Radio/2026-08-04/2026-08-04-08-00-08_real_fm_srv6-61min.mp3	1341	1355.7
14	25340641	premium residence - sonsuz dəniz panoroması	14.7	recorded/Radio/2026-08-04/2026-08-04-08-00-08_real_fm_srv6-61min.mp3	3377	3391.7
15	25343086	premium residence - sonsuz dəniz panoroması	14.7	recorded/Radio/2026-08-04/2026-08-04-10-00-08_real_fm_srv6-61min.mp3	1294	1308.7
16	25346097	premium residence - sonsuz dəniz panoroması	14.7	recorded/Radio/2026-08-04/2026-08-04-13-00-08_real_fm_srv6-61min.mp3	2994	3008.7
17	25354199	premium residence - sonsuz dəniz panoroması	14.7	recorded/Radio/2026-08-04/2026-08-04-17-00-08_real_fm_srv6-61min.mp3	1416	1430.7
18	25355213	premium residence - sonsuz dəniz panoroması	14.7	recorded/Radio/2026-08-04/2026-08-04-18-00-08_real_fm_srv6-61min.mp3	1394	1408.7
19	25357100	premium residence - sonsuz dəniz panoroması	14.7	recorded/Radio/2026-08-04/2026-08-04-19-00-08_real_fm_srv6-61min.mp3	1452	1466.7
20	25362523	premium residence - sonsuz dəniz panoroması	14.7	recorded/Radio/2026-08-05/2026-08-05-08-00-09_real_fm_srv6-61min.mp3	1583	1597.7
