id	result_id	name	dur	record_path	start_time	end_time
1	25238573	Neotek Separator-1	15.4	recorded/Radio/2026-08-01/2026-08-01-08-00-08_real_fm_srv6-61min.mp3	1207	1222.4
2	25239656	Neotek Separator-1	15.4	recorded/Radio/2026-08-01/2026-08-01-09-00-08_real_fm_srv6-61min.mp3	1324	1339.4
3	25240678	Neotek Separator-1	15.4	recorded/Radio/2026-08-01/2026-08-01-10-00-08_real_fm_srv6-61min.mp3	1322	1337.4
4	25242204	Neotek Separator-1	15.4	recorded/Radio/2026-08-01/2026-08-01-11-00-08_real_fm_srv6-61min.mp3	1384	1399.4
5	25243654	Neotek Separator-1	15.4	recorded/Radio/2026-08-01/2026-08-01-12-00-08_real_fm_srv6-61min.mp3	1363	1378.4
6	25245197	Neotek Separator-1	15.4	recorded/Radio/2026-08-01/2026-08-01-13-00-09_real_fm_srv6-61min.mp3	1279	1294.4
7	25246609	Neotek Separator-1	15.4	recorded/Radio/2026-08-01/2026-08-01-14-00-08_real_fm_srv6-61min.mp3	1281	1296.4
8	25250433	Neotek Separator-1	15.4	recorded/Radio/2026-08-01/2026-08-01-15-00-08_real_fm_srv6-61min.mp3	1493	1508.4
9	25256035	Neotek Separator-1	15.4	recorded/Radio/2026-08-01/2026-08-01-16-00-08_real_fm_srv6-61min.mp3	1339	1354.4
10	25261284	Neotek Separator-1	15.4	recorded/Radio/2026-08-01/2026-08-01-17-00-08_real_fm_srv6-61min.mp3	1299	1314.4
11	25264335	Neotek Separator-1	15.4	recorded/Radio/2026-08-01/2026-08-01-18-00-08_real_fm_srv6-61min.mp3	1348	1363.4
12	25267575	Neotek Separator-1	15.4	recorded/Radio/2026-08-01/2026-08-01-19-00-08_real_fm_srv6-61min.mp3	1312	1327.4
13	25270962	Neotek Separator-1	15.4	recorded/Radio/2026-08-01/2026-08-01-20-00-08_real_fm_srv6-61min.mp3	1301	1316.4
14	25273698	Neotek Separator-1	15.4	recorded/Radio/2026-08-01/2026-08-01-21-00-08_real_fm_srv6-61min.mp3	1353	1368.4
15	25275865	Neotek Separator-1	15.4	recorded/Radio/2026-08-01/2026-08-01-22-00-09_real_fm_srv6-61min.mp3	1326	1341.4
16	25277799	Neotek Separator-1	15.4	recorded/Radio/2026-08-01/2026-08-01-23-00-08_real_fm_srv6-61min.mp3	1399	1414.4
17	25284648	Neotek Separator-1	15.4	recorded/Radio/2026-08-02/2026-08-02-08-00-08_real_fm_srv6-61min.mp3	1211	1226.4
18	25285615	Neotek Separator-1	15.4	recorded/Radio/2026-08-02/2026-08-02-09-00-08_real_fm_srv6-61min.mp3	1296	1311.4
19	25286717	Neotek Separator-1	15.4	recorded/Radio/2026-08-02/2026-08-02-10-00-08_real_fm_srv6-61min.mp3	1298	1313.4
20	25288185	Neotek Separator-1	15.4	recorded/Radio/2026-08-02/2026-08-02-11-00-08_real_fm_srv6-61min.mp3	1322	1337.4
21	25289378	Neotek Separator-1	15.4	recorded/Radio/2026-08-02/2026-08-02-12-00-08_real_fm_srv6-61min.mp3	1283	1298.4
22	25290767	Neotek Separator-1	15.4	recorded/Radio/2026-08-02/2026-08-02-13-00-09_real_fm_srv6-61min.mp3	1297	1312.4
23	25291928	Neotek Separator-1	15.4	recorded/Radio/2026-08-02/2026-08-02-14-00-08_real_fm_srv6-61min.mp3	1291	1306.4
24	25293273	Neotek Separator-1	15.4	recorded/Radio/2026-08-02/2026-08-02-15-00-08_real_fm_srv6-61min.mp3	1179	1194.4
25	25294382	Neotek Separator-1	15.4	recorded/Radio/2026-08-02/2026-08-02-16-00-08_real_fm_srv6-61min.mp3	1248	1263.4
26	25295568	Neotek Separator-1	15.4	recorded/Radio/2026-08-02/2026-08-02-17-00-08_real_fm_srv6-61min.mp3	1337	1352.4
